"","site","yr_samp","BD_g_cm3","topdepth_cm","bottomdepth_cm","BD_estimated","veg","study","lat","long","thick","Article_ID","pool","pool_value","Study_ID"
"181","Simpson Springs","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","AGBC_g_m2",NA,57
"182","Simpson Springs","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","AGBC_g_m2",NA,57
"183","Simpson Springs","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","AGBC_g_m2",NA,57
"184","Simpson Springs","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","AGBC_g_m2",NA,57
"185","Simpson Springs","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","AGBC_g_m2",NA,57
"186","Simpson Springs","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","AGBC_g_m2",NA,64
"187","Simpson Springs","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","AGBC_g_m2",NA,64
"188","Simpson Springs","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","AGBC_g_m2",NA,64
"189","Simpson Springs","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","AGBC_g_m2",NA,64
"190","Simpson Springs","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","AGBC_g_m2",NA,64
"191","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,127
"192","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,127
"193","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,127
"194","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,127
"195","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,127
"196","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,134
"197","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,134
"198","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,134
"199","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,134
"200","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,134
"201","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,127
"202","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,127
"203","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,127
"204","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,127
"205","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,127
"206","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,134
"207","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,134
"208","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,134
"209","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,134
"210","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,134
"211","Izengood","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,113
"212","Izengood","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,113
"213","Izengood","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,113
"214","Izengood","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,113
"215","Izengood","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,113
"216","Izengood","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,120
"217","Izengood","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,120
"218","Izengood","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,120
"219","Izengood","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,120
"220","Izengood","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","AGBC_g_m2",NA,120
"221","Eden Valley","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,155
"222","Eden Valley","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,155
"223","Eden Valley","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,155
"224","Eden Valley","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,155
"225","Eden Valley","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,155
"226","Eden Valley","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,162
"227","Eden Valley","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,162
"228","Eden Valley","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,162
"229","Eden Valley","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,162
"230","Eden Valley","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,162
"231","Eden Valley","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,155
"232","Eden Valley","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,155
"233","Eden Valley","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,155
"234","Eden Valley","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,155
"235","Eden Valley","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,155
"236","Eden Valley","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,162
"237","Eden Valley","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,162
"238","Eden Valley","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,162
"239","Eden Valley","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,162
"240","Eden Valley","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,162
"241","Eden Valley","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,141
"242","Eden Valley","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,141
"243","Eden Valley","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,141
"244","Eden Valley","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,141
"245","Eden Valley","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,141
"246","Eden Valley","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,148
"247","Eden Valley","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,148
"248","Eden Valley","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,148
"249","Eden Valley","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,148
"250","Eden Valley","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"BLAN2006","AGBC_g_m2",NA,148
"251","CC","2001",1.344721483,0,5,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,5,"NORT2004","AGBC_g_m2",NA,1184
"252","CC","2001",1.30844052,5,12,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,7,"NORT2004","AGBC_g_m2",NA,1198
"253","CC","2001",1.27324968,12,32,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,20,"NORT2004","AGBC_g_m2",NA,1212
"254","CC","2001",1.285525539,32,39,"yes","sagecheat","Norton et al. 2004",41.965259,-113.157085,7,"NORT2004","AGBC_g_m2",NA,1226
"255","CC","2001",1.297801397,39,43,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,4,"NORT2004","AGBC_g_m2",NA,1233
"256","CC","2001",1.442833546,43,48,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,5,"NORT2004","AGBC_g_m2",NA,1240
"257","CC","2001",1.297801397,48,53,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,5,"NORT2004","AGBC_g_m2",NA,1254
"258","CC","2001",1.442833546,53,91,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,38,"NORT2004","AGBC_g_m2",NA,1275
"259","CC","2001",1.635224519,91,108,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,17,"NORT2004","AGBC_g_m2",NA,1282
"260","CC","2001",1.701388579,108,132,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,24,"NORT2004","AGBC_g_m2",NA,1296
"261","CC","2001",1.701388579,132,150,"yes","sagecheat","Norton et al. 2004",41.965259,-113.157085,18,"NORT2004","AGBC_g_m2",NA,1303
"262","CC","2001",1.412525652,0,8,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,8,"NORT2004","AGBC_g_m2",NA,1191
"263","CC","2001",1.328938809,8,18,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,10,"NORT2004","AGBC_g_m2",NA,1205
"264","CC","2001",1.521344334,18,33,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,15,"NORT2004","AGBC_g_m2",NA,1219
"265","CC","2001",1.559907442,33,50,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,17,"NORT2004","AGBC_g_m2",NA,1247
"266","CC","2001",1.680082768,50,72,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,22,"NORT2004","AGBC_g_m2",NA,1261
"267","CC","2001",1.680082768,72,88,"yes","sagecheat","Norton et al. 2004",41.965259,-113.157085,16,"NORT2004","AGBC_g_m2",NA,1268
"268","CC","2001",1.680082768,88,118,"yes","sagecheat","Norton et al. 2004",41.965259,-113.157085,30,"NORT2004","AGBC_g_m2",NA,1289
"269","CC","2001",1.680082768,118,150,"yes","sagecheat","Norton et al. 2004",41.965259,-113.157085,32,"NORT2004","AGBC_g_m2",NA,1303
"270","CK","2001",1.273351804,0,5,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,5,"NORT2004","AGBC_g_m2",NA,1310
"271","CK","2001",1.219424574,5,20,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,15,"NORT2004","AGBC_g_m2",NA,1324
"272","CK","2001",1.34404247,20,37,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,17,"NORT2004","AGBC_g_m2",NA,1345
"273","CK","2001",1.450541419,37,50.5,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,13.5,"NORT2004","AGBC_g_m2",NA,1352
"274","CK","2001",1.450541419,50.5,66,"yes","sagecheat","Norton et al. 2004",42.162137,-113.432503,15.5,"NORT2004","AGBC_g_m2",NA,1366
"275","CK","2001",1.450541419,66,106.5,"yes","sagecheat","Norton et al. 2004",42.162137,-113.432503,40.5,"NORT2004","AGBC_g_m2",NA,1380
"276","CK","2001",1.450541419,106.5,120,"yes","sagecheat","Norton et al. 2004",42.162137,-113.432503,13.5,"NORT2004","AGBC_g_m2",NA,1394
"277","CK","2001",1.2,0,7,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,7,"NORT2004","AGBC_g_m2",NA,1317
"278","CK","2001",1.229125193,7,24,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,17,"NORT2004","AGBC_g_m2",NA,1331
"279","CK","2001",1.337687911,24,36,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,12,"NORT2004","AGBC_g_m2",NA,1338
"280","CK","2001",1.46204436,36,60,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,24,"NORT2004","AGBC_g_m2",NA,1359
"281","CK","2001",1.280434828,60,89,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,29,"NORT2004","AGBC_g_m2",NA,1373
"282","CK","2001",1.280434828,89,110,"yes","sagecheat","Norton et al. 2004",42.162137,-113.432503,21,"NORT2004","AGBC_g_m2",NA,1387
"283","FM","2001",1.066397485,0,7,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,7,"NORT2004","AGBC_g_m2",NA,988
"284","FM","2001",1.22302832,7,23,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,16,"NORT2004","AGBC_g_m2",NA,1002
"285","FM","2001",1.306976794,23,35,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,12,"NORT2004","AGBC_g_m2",NA,1016
"286","FM","2001",1.298800593,35,150,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,115,"NORT2004","AGBC_g_m2",NA,1044
"287","FM","2001",1.272959095,150,155,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,5,"NORT2004","AGBC_g_m2",NA,1051
"288","FM","2001",1.461282475,0,9,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,9,"NORT2004","AGBC_g_m2",NA,995
"289","FM","2001",1.464277376,9,24,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,15,"NORT2004","AGBC_g_m2",NA,1009
"290","FM","2001",1.341079893,24,38,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,14,"NORT2004","AGBC_g_m2",NA,1023
"291","FM","2001",1.516359893,38,72,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,34,"NORT2004","AGBC_g_m2",NA,1030
"292","FM","2001",1.347741827,72,103,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,31,"NORT2004","AGBC_g_m2",NA,1037
"293","FM","2001",1.333828502,103,160,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,57,"NORT2004","AGBC_g_m2",NA,1058
"294","HB","2001",1.558570432,0,6,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,6,"NORT2004","AGBC_g_m2",NA,1401
"295","HB","2001",1.511906954,6,14.5,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,8.5,"NORT2004","AGBC_g_m2",NA,1408
"296","HB","2001",1.278248867,14.5,33,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,18.5,"NORT2004","AGBC_g_m2",NA,1422
"297","HB","2001",1.275453682,33,55,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,22,"NORT2004","AGBC_g_m2",NA,1436
"298","HB","2001",1.302641353,55,71,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,16,"NORT2004","AGBC_g_m2",NA,1443
"299","HB","2001",1.302641353,71,99,"yes","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,28,"NORT2004","AGBC_g_m2",NA,1457
"300","HB","2001",1.838415918,0,6,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,6,"NORT2004","AGBC_g_m2",NA,1401
"301","HB","2001",1.468685332,6,25,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,19,"NORT2004","AGBC_g_m2",NA,1415
"302","HB","2001",1.68807721,25,35,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,10,"NORT2004","AGBC_g_m2",NA,1429
"303","HB","2001",1.152667381,35,75,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,40,"NORT2004","AGBC_g_m2",NA,1450
"304","HU","2001",1.379837642,0,6,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,6,"NORT2004","AGBC_g_m2",NA,1072
"305","HU","2001",1.307885368,6,8,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,2,"NORT2004","AGBC_g_m2",NA,1079
"306","HU","2001",1.402256092,8,27,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,19,"NORT2004","AGBC_g_m2",NA,1086
"307","HU","2001",1.402256092,27,44,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,17,"NORT2004","AGBC_g_m2",NA,1100
"308","HU","2001",1.41310802,44,53,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,9,"NORT2004","AGBC_g_m2",NA,1107
"309","HU","2001",1.443374326,53,65,"yes","sagecheat","Norton et al. 2004",41.462043,-113.157667,12,"NORT2004","AGBC_g_m2",NA,1121
"310","HU","2001",1.473640633,65,94,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,29,"NORT2004","AGBC_g_m2",NA,1135
"311","HU","2001",1.592255771,94,150,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,56,"NORT2004","AGBC_g_m2",NA,1149
"312","HU","2001",1.439959263,0,5,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,5,"NORT2004","AGBC_g_m2",NA,1065
"313","HU","2001",1.406176661,5,33,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,28,"NORT2004","AGBC_g_m2",NA,1093
"314","HU","2001",1.415058318,33,55,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,22,"NORT2004","AGBC_g_m2",NA,1114
"315","HU","2001",1.799577489,55,75,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,20,"NORT2004","AGBC_g_m2",NA,1128
"316","HU","2001",1.7238457,75,94,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,19,"NORT2004","AGBC_g_m2",NA,1135
"317","HU","2001",1.741381281,94,110,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,16,"NORT2004","AGBC_g_m2",NA,1142
"318","JC","2001",1.147207328,0,5,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,5,"NORT2004","AGBC_g_m2",NA,1156
"319","JC","2001",1.277810179,5,20,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,15,"NORT2004","AGBC_g_m2",NA,1163
"320","JC","2001",1.188934588,20,30,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,10,"NORT2004","AGBC_g_m2",NA,1170
"321","JC","2001",1.188934588,30,40,"yes","sagecheat","Norton et al. 2004",41.892425,-112.2155141,10,"NORT2004","AGBC_g_m2",NA,1177
"322","JC","2001",1.345096188,0,5,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,5,"NORT2004","AGBC_g_m2",NA,1156
"323","JC","2001",1.289367771,5,20,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,15,"NORT2004","AGBC_g_m2",NA,1163
"324","JC","2001",1.289367771,20,40,"yes","sagecheat","Norton et al. 2004",41.892425,-112.2155141,20,"NORT2004","AGBC_g_m2",NA,1177
"325",NA,"2008-2009",1.36,0,10,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1898
"326",NA,"2008-2009",1.35,10,20,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1905
"327",NA,"2008-2009",1.455,20,40,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1912
"328",NA,"2008-2009",1.57,40,60,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1919
"329",NA,"2008-2009",1.36,0,10,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1898
"330",NA,"2008-2009",1.35,10,20,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1905
"331",NA,"2008-2009",1.455,20,40,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1912
"332",NA,"2008-2009",1.57,40,60,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1919
"333",NA,"2008-2009",1.36,0,10,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1898
"334",NA,"2008-2009",1.35,10,20,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1905
"335",NA,"2008-2009",1.455,20,40,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1912
"336",NA,"2008-2009",1.57,40,60,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1919
"337",NA,"2008-2009",1.36,0,10,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1898
"338",NA,"2008-2009",1.35,10,20,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1905
"339",NA,"2008-2009",1.455,20,40,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1912
"340",NA,"2008-2009",1.57,40,60,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1919
"341",NA,"2008-2009",1.36,0,10,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1926
"342",NA,"2008-2009",1.35,10,20,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1933
"343",NA,"2008-2009",1.455,20,40,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1940
"344",NA,"2008-2009",1.57,40,60,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1947
"345",NA,"2008-2009",1.36,0,10,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1926
"346",NA,"2008-2009",1.35,10,20,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1933
"347",NA,"2008-2009",1.455,20,40,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1940
"348",NA,"2008-2009",1.57,40,60,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1947
"349",NA,"2008-2009",1.36,0,10,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1926
"350",NA,"2008-2009",1.35,10,20,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1933
"351",NA,"2008-2009",1.455,20,40,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1940
"352",NA,"2008-2009",1.57,40,60,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","AGBC_g_m2",NA,1947
"353",NA,"2008-2009",1.36,0,10,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1926
"354",NA,"2008-2009",1.35,10,20,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","AGBC_g_m2",NA,1933
